統計年,按照別,區域別代碼,區域別,懷孕期間,出生時體重,嬰兒出生數
111,按發生日期分,65000060,新北市新店區,28～31週,1000克及以下,0
111,按發生日期分,65000060,新北市新店區,28～31週,1001～1500克,5
111,按發生日期分,65000060,新北市新店區,28～31週,1501～2000克,2
111,按發生日期分,65000060,新北市新店區,28～31週,2001～2500克,1
111,按發生日期分,65000060,新北市新店區,28～31週,2501～3000克,0
111,按發生日期分,65000060,新北市新店區,28～31週,3001～3500克,0
111,按發生日期分,65000060,新北市新店區,28～31週,3501～4000克,0
111,按發生日期分,65000060,新北市新店區,28～31週,4001～4500克,0
111,按發生日期分,65000060,新北市新店區,28～31週,4501～5000克,0
111,按發生日期分,65000060,新北市新店區,28～31週,5001克及以上,0
111,按發生日期分,65000060,新北市新店區,32～35週,1000克及以下,0
111,按發生日期分,65000060,新北市新店區,32～35週,1001～1500克,1
111,按發生日期分,65000060,新北市新店區,32～35週,1501～2000克,6
111,按發生日期分,65000060,新北市新店區,32～35週,2001～2500克,29
111,按發生日期分,65000060,新北市新店區,32～35週,2501～3000克,5
111,按發生日期分,65000060,新北市新店區,32～35週,3001～3500克,2
111,按發生日期分,65000060,新北市新店區,32～35週,3501～4000克,0
111,按發生日期分,65000060,新北市新店區,32～35週,4001～4500克,0
111,按發生日期分,65000060,新北市新店區,32～35週,4501～5000克,0
111,按發生日期分,65000060,新北市新店區,32～35週,5001克及以上,0
111,按發生日期分,65000060,新北市新店區,36週,1000克及以下,0
111,按發生日期分,65000060,新北市新店區,36週,1001～1500克,0
111,按發生日期分,65000060,新北市新店區,36週,1501～2000克,2
111,按發生日期分,65000060,新北市新店區,36週,2001～2500克,34
111,按發生日期分,65000060,新北市新店區,36週,2501～3000克,32
111,按發生日期分,65000060,新北市新店區,36週,3001～3500克,5
111,按發生日期分,65000060,新北市新店區,36週,3501～4000克,0
111,按發生日期分,65000060,新北市新店區,36週,4001～4500克,0
111,按發生日期分,65000060,新北市新店區,36週,4501～5000克,0
111,按發生日期分,65000060,新北市新店區,36週,5001克及以上,0
111,按發生日期分,65000060,新北市新店區,37～39週,1000克及以下,0
111,按發生日期分,65000060,新北市新店區,37～39週,1001～1500克,1
111,按發生日期分,65000060,新北市新店區,37～39週,1501～2000克,2
111,按發生日期分,65000060,新北市新店區,37～39週,2001～2500克,73
111,按發生日期分,65000060,新北市新店區,37～39週,2501～3000克,472
111,按發生日期分,65000060,新北市新店區,37～39週,3001～3500克,473
111,按發生日期分,65000060,新北市新店區,37～39週,3501～4000克,112
111,按發生日期分,65000060,新北市新店區,37～39週,4001～4500克,10
111,按發生日期分,65000060,新北市新店區,37～39週,4501～5000克,0
111,按發生日期分,65000060,新北市新店區,37～39週,5001克及以上,0
111,按發生日期分,65000060,新北市新店區,40週,1000克及以下,0
111,按發生日期分,65000060,新北市新店區,40週,1001～1500克,0
111,按發生日期分,65000060,新北市新店區,40週,1501～2000克,0
111,按發生日期分,65000060,新北市新店區,40週,2001～2500克,0
111,按發生日期分,65000060,新北市新店區,40週,2501～3000克,28
111,按發生日期分,65000060,新北市新店區,40週,3001～3500克,61
111,按發生日期分,65000060,新北市新店區,40週,3501～4000克,15
111,按發生日期分,65000060,新北市新店區,40週,4001～4500克,2
111,按發生日期分,65000060,新北市新店區,40週,4501～5000克,0
111,按發生日期分,65000060,新北市新店區,40週,5001克及以上,0
111,按發生日期分,65000060,新北市新店區,41～42週,1000克及以下,0
111,按發生日期分,65000060,新北市新店區,41～42週,1001～1500克,0
111,按發生日期分,65000060,新北市新店區,41～42週,1501～2000克,0
111,按發生日期分,65000060,新北市新店區,41～42週,2001～2500克,0
111,按發生日期分,65000060,新北市新店區,41～42週,2501～3000克,3
111,按發生日期分,65000060,新北市新店區,41～42週,3001～3500克,8
111,按發生日期分,65000060,新北市新店區,41～42週,3501～4000克,3
111,按發生日期分,65000060,新北市新店區,41～42週,4001～4500克,0
111,按發生日期分,65000060,新北市新店區,41～42週,4501～5000克,0
111,按發生日期分,65000060,新北市新店區,41～42週,5001克及以上,0
111,按發生日期分,65000060,新北市新店區,43週以上,1000克及以下,0
111,按發生日期分,65000060,新北市新店區,43週以上,1001～1500克,0
111,按發生日期分,65000060,新北市新店區,43週以上,1501～2000克,0
111,按發生日期分,65000060,新北市新店區,43週以上,2001～2500克,0
111,按發生日期分,65000060,新北市新店區,43週以上,2501～3000克,0
111,按發生日期分,65000060,新北市新店區,43週以上,3001～3500克,0
111,按發生日期分,65000060,新北市新店區,43週以上,3501～4000克,1
111,按發生日期分,65000060,新北市新店區,43週以上,4001～4500克,0
111,按發生日期分,65000060,新北市新店區,43週以上,4501～5000克,0
111,按發生日期分,65000060,新北市新店區,43週以上,5001克及以上,0
111,按發生日期分,65000070,新北市樹林區,28週以下,1000克及以下,8
111,按發生日期分,65000070,新北市樹林區,28週以下,1001～1500克,0
111,按發生日期分,65000070,新北市樹林區,28週以下,1501～2000克,0
111,按發生日期分,65000070,新北市樹林區,28週以下,2001～2500克,0
111,按發生日期分,65000070,新北市樹林區,28週以下,2501～3000克,0
111,按發生日期分,65000070,新北市樹林區,28週以下,3001～3500克,0
111,按發生日期分,65000070,新北市樹林區,28週以下,3501～4000克,0
111,按發生日期分,65000070,新北市樹林區,28週以下,4001～4500克,0
111,按發生日期分,65000070,新北市樹林區,28週以下,4501～5000克,0
111,按發生日期分,65000070,新北市樹林區,28週以下,5001克及以上,0
111,按發生日期分,65000070,新北市樹林區,28～31週,1000克及以下,1
111,按發生日期分,65000070,新北市樹林區,28～31週,1001～1500克,1
111,按發生日期分,65000070,新北市樹林區,28～31週,1501～2000克,1
111,按發生日期分,65000070,新北市樹林區,28～31週,2001～2500克,0
111,按發生日期分,65000070,新北市樹林區,28～31週,2501～3000克,0
111,按發生日期分,65000070,新北市樹林區,28～31週,3001～3500克,0
111,按發生日期分,65000070,新北市樹林區,28～31週,3501～4000克,0
111,按發生日期分,65000070,新北市樹林區,28～31週,4001～4500克,0
111,按發生日期分,65000070,新北市樹林區,28～31週,4501～5000克,0
111,按發生日期分,65000070,新北市樹林區,28～31週,5001克及以上,0
111,按發生日期分,65000070,新北市樹林區,32～35週,1000克及以下,0
111,按發生日期分,65000070,新北市樹林區,32～35週,1001～1500克,0
111,按發生日期分,65000070,新北市樹林區,32～35週,1501～2000克,8
111,按發生日期分,65000070,新北市樹林區,32～35週,2001～2500克,13
111,按發生日期分,65000070,新北市樹林區,32～35週,2501～3000克,2
111,按發生日期分,65000070,新北市樹林區,32～35週,3001～3500克,2
111,按發生日期分,65000070,新北市樹林區,32～35週,3501～4000克,0
111,按發生日期分,65000070,新北市樹林區,32～35週,4001～4500克,0
111,按發生日期分,65000070,新北市樹林區,32～35週,4501～5000克,0
111,按發生日期分,65000070,新北市樹林區,32～35週,5001克及以上,0
111,按發生日期分,65000070,新北市樹林區,36週,1000克及以下,0
111,按發生日期分,65000070,新北市樹林區,36週,1001～1500克,0
111,按發生日期分,65000070,新北市樹林區,36週,1501～2000克,4
111,按發生日期分,65000070,新北市樹林區,36週,2001～2500克,16
111,按發生日期分,65000070,新北市樹林區,36週,2501～3000克,27
111,按發生日期分,65000070,新北市樹林區,36週,3001～3500克,5
111,按發生日期分,65000070,新北市樹林區,36週,3501～4000克,0
111,按發生日期分,65000070,新北市樹林區,36週,4001～4500克,0
111,按發生日期分,65000070,新北市樹林區,36週,4501～5000克,0
111,按發生日期分,65000070,新北市樹林區,36週,5001克及以上,0
111,按發生日期分,65000070,新北市樹林區,37～39週,1000克及以下,0
111,按發生日期分,65000070,新北市樹林區,37～39週,1001～1500克,0
111,按發生日期分,65000070,新北市樹林區,37～39週,1501～2000克,2
111,按發生日期分,65000070,新北市樹林區,37～39週,2001～2500克,48
111,按發生日期分,65000070,新北市樹林區,37～39週,2501～3000克,322
111,按發生日期分,65000070,新北市樹林區,37～39週,3001～3500克,347
111,按發生日期分,65000070,新北市樹林區,37～39週,3501～4000克,64
111,按發生日期分,65000070,新北市樹林區,37～39週,4001～4500克,10
111,按發生日期分,65000070,新北市樹林區,37～39週,4501～5000克,0
111,按發生日期分,65000070,新北市樹林區,37～39週,5001克及以上,0
111,按發生日期分,65000070,新北市樹林區,40週,1000克及以下,0
111,按發生日期分,65000070,新北市樹林區,40週,1001～1500克,0
111,按發生日期分,65000070,新北市樹林區,40週,1501～2000克,0
111,按發生日期分,65000070,新北市樹林區,40週,2001～2500克,0
111,按發生日期分,65000070,新北市樹林區,40週,2501～3000克,28
111,按發生日期分,65000070,新北市樹林區,40週,3001～3500克,62
111,按發生日期分,65000070,新北市樹林區,40週,3501～4000克,22
111,按發生日期分,65000070,新北市樹林區,40週,4001～4500克,0
111,按發生日期分,65000070,新北市樹林區,40週,4501～5000克,0
111,按發生日期分,65000070,新北市樹林區,40週,5001克及以上,0
111,按發生日期分,65000070,新北市樹林區,41～42週,1000克及以下,0
111,按發生日期分,65000070,新北市樹林區,41～42週,1001～1500克,0
111,按發生日期分,65000070,新北市樹林區,41～42週,1501～2000克,0
111,按發生日期分,65000070,新北市樹林區,41～42週,2001～2500克,0
111,按發生日期分,65000070,新北市樹林區,41～42週,2501～3000克,2
111,按發生日期分,65000070,新北市樹林區,41～42週,3001～3500克,4
111,按發生日期分,65000070,新北市樹林區,41～42週,3501～4000克,0
111,按發生日期分,65000070,新北市樹林區,41～42週,4001～4500克,1
111,按發生日期分,65000070,新北市樹林區,41～42週,4501～5000克,0
111,按發生日期分,65000070,新北市樹林區,41～42週,5001克及以上,0
111,按發生日期分,65000070,新北市樹林區,43週以上,1000克及以下,0
111,按發生日期分,65000070,新北市樹林區,43週以上,1001～1500克,0
111,按發生日期分,65000070,新北市樹林區,43週以上,1501～2000克,0
111,按發生日期分,65000070,新北市樹林區,43週以上,2001～2500克,0
111,按發生日期分,65000070,新北市樹林區,43週以上,2501～3000克,0
111,按發生日期分,65000070,新北市樹林區,43週以上,3001～3500克,0
111,按發生日期分,65000070,新北市樹林區,43週以上,3501～4000克,0
111,按發生日期分,65000070,新北市樹林區,43週以上,4001～4500克,0
111,按發生日期分,65000070,新北市樹林區,43週以上,4501～5000克,0
111,按發生日期分,65000070,新北市樹林區,43週以上,5001克及以上,0
111,按發生日期分,65000080,新北市鶯歌區,28週以下,1000克及以下,3
111,按發生日期分,65000080,新北市鶯歌區,28週以下,1001～1500克,0
111,按發生日期分,65000080,新北市鶯歌區,28週以下,1501～2000克,0
111,按發生日期分,65000080,新北市鶯歌區,28週以下,2001～2500克,0
